gid,chr,str,glen,name,type,TPM_upf2_cortex_ko_1,TPM_upf2_cortex_ko_2,TPM_upf2_cortex_ctr_1,TPM_upf2_cortex_ctr_2
ENSMUSG00000041722.7,chr1,+,1946,Khdc1c,protein_coding,0,0,0,0
ENSMUSG00000085079.3,chr1,+,2236,Khdc1b,protein_coding,0,0,0,0
ENSMUSG00000028033.16,chr1,-,7689,Kcnq5,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0.369971,1.107911,0.621356,0.903541
ENSMUSG00000104138.1,chr1,-,2327,Gm36949,TEC,0,0,0,0
ENSMUSG00000082935.3,chr1,-,1124,Gm7658,processed_pseudogene,2.967233,2.902573,3.693092,8.669309
ENSMUSG00000103748.1,chr1,-,1567,Gm38243,TEC,0,0,0,0
ENSMUSG00000097109.1,chr1,+,2095,Gm26580,lncRNA,0,0,0,0
ENSMUSG00000099692.1,chr1,-,552,Gm5696,processed_pseudogene,0,0,0,0
ENSMUSG00000041670.16,chr1,-,7362,Rims1,protein_coding,4.623519,5.194737,1.98942,2.365312
ENSMUSG00000097642.1,chr1,+,802,Gm26866,processed_pseudogene,0,0,0,0
ENSMUSG00000101468.1,chr1,-,921,Gm7761,processed_pseudogene,0,0,0,0
ENSMUSG00000101227.1,chr1,-,2078,Gm29506,lncRNA,0.188822,0.130835,0.150763,0.260515
ENSMUSG00000073730.2,chr1,-,1781,4933415F23Rik,protein_coding,0,0.101768,0.483737,0.354618
ENSMUSG00000102766.1,chr1,-,723,Gm6420,TEC,0,0.125345,0,0
ENSMUSG00000101226.1,chr1,-,644,Gm20954,processed_pseudogene,0,0,0,0
ENSMUSG00000026158.11,chr1,-,8109,Ogfrl1,"lncRNA,protein_coding,retained_intron",3.967761,6.627265,5.486074,9.16826
ENSMUSG00000097920.1,chr1,+,989,Gm7784,processed_pseudogene,0,0,0,0.091229
ENSMUSG00000099503.1,chr1,+,778,Gm28822,lncRNA,0,2.213201,0.604021,1.043734
ENSMUSG00000026156.8,chr1,+,6203,B3gat2,protein_coding,3.431602,6.399105,7.18441,8.13087
ENSMUSG00000026155.13,chr1,-,3575,Smap1,"lncRNA,protein_coding,retained_intron",57.593753,52.473643,53.39002,56.330702
ENSMUSG00000026154.4,chr1,-,874,Sdhaf4,"lncRNA,protein_coding",73.064858,69.161008,52.154544,110.871485
ENSMUSG00000026153.15,chr1,-,7773,Fam135a,"nonsense_mediated_decay,protein_coding,retained_intron",13.793373,24.017371,24.253143,49.459518
ENSMUSG00000102398.1,chr1,+,2800,Gm37580,TEC,0.280266,0.097098,0.111888,0.161116
ENSMUSG00000097670.1,chr1,+,867,Gm26607,processed_pseudogene,0,0,0,0
ENSMUSG00000026147.16,chr1,+,5068,Col9a1,"lncRNA,protein_coding",0.329042,1.037142,0.927247,0.67651
ENSMUSG00000026141.13,chr1,-,6887,Col19a1,"lncRNA,protein_coding",0.156676,0.144747,0.045489,0.117907
ENSMUSG00000099997.1,chr1,-,1337,Tubb4b-ps2,processed_pseudogene,2.567885,3.389109,5.037878,4.453891
ENSMUSG00000100131.1,chr1,-,876,Gm28439,unprocessed_pseudogene,12.989513,25.966686,27.180039,42.640595
ENSMUSG00000101111.1,chr1,-,783,Gm28437,unprocessed_pseudogene,50.612593,108.333058,94.325808,150.144584
ENSMUSG00000100862.1,chr1,-,678,Gm10925,unprocessed_pseudogene,64.093357,159.996827,153.985936,218.110351
ENSMUSG00000102070.1,chr1,-,681,Gm28661,unprocessed_pseudogene,75.33444,133.608324,153.422594,191.57913
ENSMUSG00000073725.8,chr1,+,5960,Lmbrd1,"protein_coding,retained_intron",9.496609,9.959601,9.855885,16.803654
ENSMUSG00000100808.1,chr1,-,661,Gm28594,processed_pseudogene,0,0,0,0
ENSMUSG00000100483.1,chr1,-,1216,Gm28237,lncRNA,0,0,0,0
ENSMUSG00000100450.1,chr1,+,816,Gm9443,processed_pseudogene,0,0,0,0.11057
ENSMUSG00000033569.17,chr1,-,18559,Adgrb3,"lncRNA,protein_coding,retained_intron",5.290765,6.406579,3.988025,5.245585
ENSMUSG00000104257.1,chr1,-,1551,Gm20172,TEC,0.189735,0.11686,0.20199,0.232689
ENSMUSG00000102296.1,chr1,-,1031,Gm37543,TEC,0,0,0.075966,0
ENSMUSG00000103209.1,chr1,-,3375,Gm37331,TEC,0,0,0.208857,0
ENSMUSG00000104027.1,chr1,-,3433,Gm37211,TEC,0.057147,0,0.068443,0
ENSMUSG00000102407.1,chr1,-,2533,Gm37862,TEC,0,0.071555,0.154602,0
ENSMUSG00000103214.1,chr1,-,3105,Gm38286,TEC,0.031592,0.029187,0.025224,0
ENSMUSG00000104100.1,chr1,-,3257,Gm37880,TEC,0.090353,0.055649,0.16833,0.027702
ENSMUSG00000103889.1,chr1,-,2935,Gm37011,TEC,0.066844,0.061755,0.213483,0.030741
ENSMUSG00000101301.1,chr1,-,570,Gm29214,processed_pseudogene,0,0.476972,0,0.15829
ENSMUSG00000104221.1,chr1,-,2943,Gm37051,TEC,0.033331,0,0,0.061315
ENSMUSG00000102250.1,chr1,-,3995,Gm38260,TEC,0,0.068054,0.03921,0.022584
ENSMUSG00000102317.1,chr1,-,5440,Gm37628,TEC,0,0.099954,0.071987,0.033171
ENSMUSG00000103563.1,chr1,-,2741,8030445P17Rik,TEC,0,0,0.085722,0.065834
ENSMUSG00000102465.1,chr1,-,3581,Gm38198,TEC,0.027393,0.126536,0.48117,0.201564
ENSMUSG00000102659.1,chr1,-,3691,Gm37077,TEC,0.079729,0.245529,0.169757,0.097778
ENSMUSG00000103924.1,chr1,-,4550,Gm37895,TEC,0.021559,0.039835,0.051641,0.039659
ENSMUSG00000104132.1,chr1,-,3625,Gm36952,TEC,0.081181,0,0.129635,0.049779
ENSMUSG00000102747.1,chr1,-,3310,Gm37602,TEC,0.088906,0.054758,0.11831,0.054517
ENSMUSG00000102386.1,chr1,-,1017,2900022M07Rik,TEC,2.314884,2.227748,3.542562,2.129204
ENSMUSG00000104516.1,chr1,+,1222,Gm9884,TEC,1.765999,1.779865,1.474135,3.174858
ENSMUSG00000101618.1,chr1,-,556,Gm18443,processed_pseudogene,0,0,0,0
ENSMUSG00000099458.1,chr1,+,651,Gm19123,processed_pseudogene,0,0,0,0
ENSMUSG00000073722.3,chr1,-,4318,4931408C20Rik,protein_coding,0,0,0,0
ENSMUSG00000101514.1,chr1,+,2002,Gm5524,lncRNA,0,0,0,0
ENSMUSG00000101033.1,chr1,-,654,Gm18776,processed_pseudogene,0,0,0,0
ENSMUSG00000101372.1,chr1,+,1873,Gm19028,processed_pseudogene,0,0.145154,0.083632,0.144514
ENSMUSG00000103241.1,chr1,+,1514,Gm38089,TEC,0,0,0,0
ENSMUSG00000048411.4,chr1,-,2887,Gm597,protein_coding,0,0,0,0
ENSMUSG00000081557.2,chr1,-,2482,Gm5697,processed_pseudogene,0,0.073026,0.063112,0.254462
ENSMUSG00000101235.1,chr1,+,550,Gm18033,processed_pseudogene,0,0,0,0
ENSMUSG00000099492.1,chr1,-,1312,Gm5525,processed_pseudogene,8.59811,12.433276,15.700104,11.003052
ENSMUSG00000101726.1,chr1,+,622,Gm7858,processed_pseudogene,0,0,0,0
ENSMUSG00000053185.2,chr1,-,1161,Gm9898,lncRNA,0,0,0,0
ENSMUSG00000100261.1,chr1,+,1210,Gm6473,unprocessed_pseudogene,0.972825,1.048551,0.517828,0.372831
ENSMUSG00000048874.15,chr1,-,14190,Phf3,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",14.89026,17.032858,17.540909,32.453033
ENSMUSG00000103783.1,chr1,-,2884,Gm37522,TEC,0,0,0.135786,0.031285
ENSMUSG00000104315.1,chr1,-,3035,Gm37906,TEC,0.096962,0,0.361285,0.237825
ENSMUSG00000026064.16,chr1,-,5541,Ptp4a1,"protein_coding,retained_intron",0.159328,0.228974,0.325102,0.521061
ENSMUSG00000117310.1,chr1,-,4145,Ptp4a1,protein_coding,0,0.043727,0,0
ENSMUSG00000117091.1,chr1,-,726,Gm5698,protein_coding,0,0,0,0
ENSMUSG00000086726.3,chr1,-,729,Gm9458,processed_pseudogene,0,0,0,0
ENSMUSG00000086727.8,chr1,-,3751,4931428L18Rik,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000100237.1,chr1,+,585,Gm28644,lncRNA,0,0,0,0
ENSMUSG00000100910.1,chr1,+,2858,Gm29128,lncRNA,0,0,0,0
ENSMUSG00000050217.13,chr1,+,1937,Lgsn,protein_coding,0,0,0,0
ENSMUSG00000026063.4,chr1,+,1451,Pih1d3,protein_coding,0,0,0,0
ENSMUSG00000100205.1,chr1,+,559,Gm4850,processed_pseudogene,0,0,0,0
ENSMUSG00000100592.1,chr1,+,564,Gm28645,processed_pseudogene,0,0,0,0
ENSMUSG00000094215.2,chr1,+,696,Gm6489,processed_pseudogene,0,0,0,0
ENSMUSG00000101093.1,chr1,+,1337,Gm10307,processed_pseudogene,0,0,0,0
ENSMUSG00000070960.4,chr1,+,1513,Gm19680,processed_pseudogene,0.064834,0.299487,0.517657,0.298166
ENSMUSG00000082159.2,chr1,+,835,Gm7910,processed_pseudogene,0,0,0,0
ENSMUSG00000026058.11,chr1,+,10291,Khdrbs2,"lncRNA,protein_coding",2.535497,2.694702,3.500909,5.865372
ENSMUSG00000103482.1,chr1,+,1809,Gm37999,TEC,0.162675,0.30058,1.731817,0.498756
ENSMUSG00000104498.1,chr1,+,1628,Gm37110,TEC,0.060254,0.055666,0,0
ENSMUSG00000104313.1,chr1,+,1545,Gm37911,TEC,0.063491,0,0.050693,0
ENSMUSG00000102865.1,chr1,-,1437,Gm9839,TEC,0,0,0,0
ENSMUSG00000102321.1,chr1,+,3413,Gm37792,TEC,0.086223,0.18587,0.390116,0.237921
ENSMUSG00000091318.2,chr1,-,3609,Gm5415,protein_coding,0,0.025111,0.021702,0
ENSMUSG00000104433.1,chr1,+,2470,Gm37426,TEC,0.039714,0.110071,0.126836,0.036528
ENSMUSG00000102926.1,chr1,-,5007,Gm37151,TEC,0,0,0,0
ENSMUSG00000100497.1,chr1,-,2131,Gm28624,processed_pseudogene,0,0,0,0
ENSMUSG00000102917.1,chr1,+,1221,Gm37724,lncRNA,0,0,0,0
ENSMUSG00000100481.1,chr1,+,1789,Gm7114,processed_pseudogene,0.164494,0.30394,0.306456,0.504332
ENSMUSG00000100590.1,chr1,-,751,Gm4785,processed_pseudogene,0,0,0.10429,0
ENSMUSG00000104230.1,chr1,-,650,Gm37591,lncRNA,0,0,0,0
ENSMUSG00000101754.2,chr1,+,1693,Gm2987,processed_pseudogene,0,0,0,0
ENSMUSG00000100318.2,chr1,-,913,Gm18799,processed_pseudogene,0,0,0,0
ENSMUSG00000101612.2,chr1,+,2255,Gm7933,processed_pseudogene,0,0.040188,0,0.040011
ENSMUSG00000026134.11,chr1,-,5938,Prim2,"protein_coding,retained_intron",16.255259,16.589613,17.766751,34.582715
ENSMUSG00000102714.1,chr1,-,3075,Gm37618,TEC,0.0638,0.117886,0.152822,0.088024
ENSMUSG00000103746.1,chr1,+,889,1700001G17Rik,TEC,6.620465,7.339689,8.017154,6.901352
ENSMUSG00000102198.1,chr1,-,2314,Gm38173,TEC,0,0,0,0
ENSMUSG00000004768.14,chr1,+,8285,Rab23,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",9.779722,10.249295,11.410255,16.847087
ENSMUSG00000042215.8,chr1,-,3059,Bag2,"protein_coding,retained_intron",8.786382,12.057627,14.389226,26.486457
ENSMUSG00000042197.13,chr1,-,15839,Zfp451,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",15.866837,17.548214,17.059722,26.140706
ENSMUSG00000081402.4,chr1,-,2557,Gm15455,processed_pseudogene,1.227604,1.665766,1.317099,1.658419
ENSMUSG00000042182.16,chr1,-,3421,Bend6,"lncRNA,protein_coding,retained_intron",6.881722,9.271754,5.929626,6.382478
ENSMUSG00000104416.1,chr1,-,1628,Gm37067,TEC,0,0.111333,0,0
ENSMUSG00000026131.19,chr1,+,41473,Dst,"protein_coding,retained_intron",8.817581,10.528058,8.909905,10.688292
ENSMUSG00000103596.1,chr1,+,2384,Gm37354,TEC,0,0.076027,0,0.037846
ENSMUSG00000103364.1,chr1,+,1698,Gm38157,TEC,0.693238,0.800572,1.291519,0.371952
ENSMUSG00000096992.3,chr1,-,4782,Gm26788,"lncRNA,retained_intron",0.123078,0.30322,0.753406,0.962249
ENSMUSG00000103001.1,chr1,-,1247,A930005N03Rik,TEC,0,0,0,0
ENSMUSG00000101206.1,chr1,+,1162,Gm5266,processed_pseudogene,0,0,0,0
ENSMUSG00000101462.2,chr1,-,2937,Gm3052,"lncRNA,transcribed_processed_pseudogene",5.076666,5.276417,4.106742,3.072013
ENSMUSG00000102336.1,chr1,-,6263,Gm37233,lncRNA,3.602338,2.908443,2.901257,3.154923
ENSMUSG00000042111.9,chr1,-,2543,Ccdc115,"protein_coding,retained_intron",47.407222,43.26326,47.614994,73.975297
ENSMUSG00000101711.1,chr1,-,529,Gm28306,lncRNA,0,0,0,0
ENSMUSG00000026127.13,chr1,+,8553,Imp4,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",31.17238,37.190803,30.612479,30.285987
ENSMUSG00000026126.15,chr1,+,6492,Ptpn18,"lncRNA,protein_coding,retained_intron",0.377747,0.307108,0.711794,0.403038
ENSMUSG00000100280.2,chr1,-,2409,Gm28417,"lncRNA,retained_intron",0.122158,0,0.097536,0.262173
ENSMUSG00000101223.6,chr1,-,1298,4930568A12Rik,lncRNA,0,0,0,0
ENSMUSG00000026125.9,chr1,+,1333,Prss39,"nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000026124.4,chr1,+,1040,Cfc1,protein_coding,0,0.174278,0,0
ENSMUSG00000037529.13,chr1,-,2105,Prss40,"nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000045815.4,chr1,-,510,1700101I19Rik,lncRNA,0,0,0,0.353824
ENSMUSG00000045174.10,chr1,+,4392,Amer3,protein_coding,29.302892,20.510251,10.788812,8.607533
ENSMUSG00000103521.1,chr1,-,1396,Gm29730,processed_pseudogene,0.140535,0,0,0
ENSMUSG00000104098.1,chr1,-,646,AA619741,processed_pseudogene,0,0.140286,0.363722,0.279334
ENSMUSG00000037509.21,chr1,+,9861,Arhgef4,"nonsense_mediated_decay,protein_coding,retained_intron",10.763296,12.094331,5.988678,5.993042
ENSMUSG00000104002.2,chr1,-,2549,Gm38336,lncRNA,1.693253,1.990972,2.919002,1.840605
ENSMUSG00000037503.12,chr1,-,5219,Fam168b,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",461.145264,437.061783,372.998489,367.832512
ENSMUSG00000104358.1,chr1,+,3036,Gm37127,TEC,0,0,0,0
ENSMUSG00000026123.11,chr1,+,7987,Plekhb2,"lncRNA,protein_coding",27.584496,26.993405,20.906634,22.152407
ENSMUSG00000103716.1,chr1,+,2137,Gm19430,processed_pseudogene,0,0,0,0
ENSMUSG00000104417.1,chr1,-,640,Gm37068,lncRNA,0,0,0,0
ENSMUSG00000102531.1,chr1,+,566,1110002O04Rik,lncRNA,0,0.320229,0,0
ENSMUSG00000103096.1,chr1,+,904,Gm8022,processed_pseudogene,0,0,0,0
ENSMUSG00000103708.1,chr1,-,761,Gm33222,lncRNA,0.1289,0.238173,0.205838,0
ENSMUSG00000102434.1,chr1,-,1372,Gm38049,TEC,0,0,0,0
ENSMUSG00000045216.7,chr1,+,5542,Hs6st1,"protein_coding,retained_intron",42.444522,35.337446,31.204207,22.662078
ENSMUSG00000102202.1,chr1,+,4340,Gm33280,lncRNA,0.022602,0,0.018046,0.103946
ENSMUSG00000037470.14,chr1,-,12853,Uggt1,"nonsense_mediated_decay,protein_coding,retained_intron",23.918474,24.974164,21.090054,28.387925
ENSMUSG00000047180.8,chr1,-,3217,Neurl3,protein_coding,0.579351,0.4789,0.535614,0.504834
ENSMUSG00000037447.16,chr1,+,12540,Arid5a,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0.500635,0.968399,0.918122,0.381334
ENSMUSG00000102762.1,chr1,+,713,4930403P22Rik,lncRNA,0,0,0,0
ENSMUSG00000010453.12,chr1,-,6742,Kansl3,"nonsense_mediated_decay,protein_coding,retained_intron",46.922372,50.057348,46.316751,40.81672
ENSMUSG00000037432.15,chr1,+,6356,Fer1l5,"nonsense_mediated_decay,protein_coding",0,0,0,0.014195
ENSMUSG00000001143.13,chr1,-,7359,Lman2l,"nonsense_mediated_decay,protein_coding,retained_intron",33.524181,39.629095,29.789602,24.361615
ENSMUSG00000037408.10,chr1,+,4829,Cnnm4,"protein_coding,retained_intron",10.075427,8.613951,10.023326,6.744923
ENSMUSG00000104316.1,chr1,+,2159,Gm37909,TEC,0.045435,0,0.036277,0
ENSMUSG00000001138.13,chr1,+,6420,Cnnm3,"protein_coding,retained_intron",29.290452,34.923003,32.28014,20.72927
ENSMUSG00000067653.12,chr1,-,2697,Ankrd23,"lncRNA,protein_coding",0.945652,0.604837,1.132568,1.338154
ENSMUSG00000109510.1,chr1,-,2327,Gm42417,"nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000079610.9,chr1,-,4654,Ankrd39,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",6.597159,7.944758,6.193014,4.652773
ENSMUSG00000026121.13,chr1,-,4593,Sema4c,"protein_coding,retained_intron",110.715273,101.003308,90.940166,61.426879
ENSMUSG00000087589.3,chr1,+,2830,D430040D24Rik,"lncRNA,retained_intron",9.324055,8.806294,8.99451,5.547404
ENSMUSG00000046337.17,chr1,-,3190,Fam178b,"lncRNA,nonsense_mediated_decay,protein_coding",0,0.028409,0.22097,0.084851
ENSMUSG00000061518.11,chr1,+,1587,Cox5b,"lncRNA,protein_coding,retained_intron",330.376973,271.189055,247.647719,356.295046
ENSMUSG00000037351.9,chr1,-,4274,Actr1b,"lncRNA,protein_coding,retained_intron",166.877819,180.104537,130.822808,101.666758
ENSMUSG00000102416.4,chr1,+,1744,4933424G06Rik,"lncRNA,protein_coding,retained_intron",0.224984,0.103927,0.134727,0.103469
ENSMUSG00000104237.1,chr1,-,1633,Gm33533,lncRNA,0,0.055496,0.047962,0.055251
ENSMUSG00000026117.10,chr1,+,2992,Zap70,"protein_coding,retained_intron",0.95077,0.272601,0.3403,0.361865
ENSMUSG00000097291.1,chr1,-,1012,Gm18828,"lncRNA,transcribed_processed_pseudogene",0,0,0,0
ENSMUSG00000026116.11,chr1,-,9413,Tmem131,"nonsense_mediated_decay,protein_coding,retained_intron",50.364871,46.568789,43.017294,38.839032
ENSMUSG00000102930.1,chr1,-,2413,Gm38115,lncRNA,0.040652,0.037557,0.129832,0
ENSMUSG00000103159.1,chr1,-,3552,F830112A20Rik,TEC,0.027616,0.025514,0.11025,0.025401
ENSMUSG00000050122.19,chr1,+,5964,Vwa3b,"lncRNA,non_stop_decay,nonsense_mediated_decay,protein_coding,retained_intron",0.13158,0.212734,0.49903,0.650516
ENSMUSG00000103603.1,chr1,-,992,Gm37020,lncRNA,0,0,0,0.090953
ENSMUSG00000026114.14,chr1,+,3957,Cnga3,protein_coding,0,0,0.098966,0.045603
ENSMUSG00000026113.17,chr1,+,10387,Inpp4a,"lncRNA,protein_coding,retained_intron",13.53303,12.79932,11.521627,10.380178
ENSMUSG00000086064.1,chr1,-,861,4930439A04Rik,lncRNA,0,0,0,0
ENSMUSG00000102879.1,chr1,-,534,Gm37135,TEC,0,0,0,0
ENSMUSG00000026112.7,chr1,-,5220,Coa5,"protein_coding,retained_intron",32.923241,35.833242,36.324939,61.792044
ENSMUSG00000026111.15,chr1,+,1579,Unc50,"protein_coding,retained_intron",51.003504,50.104765,52.280422,87.310855
ENSMUSG00000026110.15,chr1,-,12881,Mgat4a,"nonsense_mediated_decay,protein_coding,retained_intron",1.926682,2.307657,1.526176,2.255451
ENSMUSG00000103948.1,chr1,-,2755,4930594C11Rik,TEC,0,0,0.142144,0
ENSMUSG00000087233.1,chr1,-,1790,Gm43213,processed_pseudogene,0,0,0,0
ENSMUSG00000026090.16,chr1,-,5075,2010300C02Rik,protein_coding,1.063079,1.517853,1.913666,0.728912
ENSMUSG00000089767.1,chr1,+,560,4930556I23Rik,lncRNA,0,0,0,0
ENSMUSG00000104365.1,chr1,+,1926,4930470B04Rik,TEC,0,0,0,0
ENSMUSG00000102650.1,chr1,-,2218,Gm19863,TEC,0,0,0.035312,0
ENSMUSG00000060771.14,chr1,-,10662,Tsga10,"nonsense_mediated_decay,protein_coding,retained_intron",2.686477,3.782407,3.849224,7.218341
ENSMUSG00000097268.1,chr1,+,3089,Gm26805,lncRNA,0.095267,0.029338,0.05071,0.058417
ENSMUSG00000037216.5,chr1,+,2051,Lipt1,protein_coding,2.72614,3.579038,4.238751,6.994529
ENSMUSG00000026088.15,chr1,-,2770,Mitd1,"lncRNA,protein_coding,retained_intron",6.055574,9.618658,11.281679,17.914716
ENSMUSG00000026087.11,chr1,+,3226,Mrpl30,"protein_coding,retained_intron",48.985795,57.897598,55.888385,79.54122
ENSMUSG00000061584.6,chr1,-,2564,Lyg2,protein_coding,0,0,0.030547,0
ENSMUSG00000087374.1,chr1,+,3990,Gm15457,lncRNA,0,0,0,0
ENSMUSG00000026085.11,chr1,-,888,Lyg1,"lncRNA,protein_coding",0,0,0.0882,0
ENSMUSG00000058407.12,chr1,-,9102,Txndc9,"protein_coding,retained_intron",20.692044,21.99408,21.804713,41.425004
ENSMUSG00000026083.12,chr1,+,9753,Eif5b,"lncRNA,protein_coding,retained_intron",39.17493,39.918385,48.496166,80.631737
ENSMUSG00000026082.11,chr1,-,6168,Rev1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",21.835601,29.15038,21.446967,34.141571
ENSMUSG00000103804.1,chr1,-,701,Gm37062,lncRNA,0.4198,0.517117,1.899378,2.059344
ENSMUSG00000102716.1,chr1,+,1848,Gm5099,lncRNA,0,0,0,0
ENSMUSG00000037138.17,chr1,-,6654,Aff3,"lncRNA,nonsense_mediated_decay,protein_coding",52.864786,43.487359,40.573184,30.400437
ENSMUSG00000085391.1,chr1,+,912,Gm16150,lncRNA,0,0,0.944666,0.593586
ENSMUSG00000085280.1,chr1,+,639,Gm16151,lncRNA,0,0,0,0
ENSMUSG00000087131.7,chr1,+,1853,Gm16152,lncRNA,0,0,0,0
ENSMUSG00000102984.1,chr1,+,529,Gm34727,processed_pseudogene,0,0,0,0
ENSMUSG00000102541.1,chr1,+,502,Gm38135,processed_pseudogene,0.195405,0,0,0
ENSMUSG00000103531.1,chr1,+,503,2610300A13Rik,TEC,0,0,0,0
ENSMUSG00000048814.10,chr1,-,7506,Lonrf2,"protein_coding,retained_intron",30.907336,25.076958,12.291852,11.467449
ENSMUSG00000026080.13,chr1,-,11964,Chst10,"nonsense_mediated_decay,protein_coding,retained_intron",12.905276,9.809351,6.978489,8.287973
ENSMUSG00000102447.1,chr1,+,772,Gm6621,processed_pseudogene,0,0,0,0
ENSMUSG00000067604.8,chr1,+,1001,Nms,protein_coding,0,0,0,0
ENSMUSG00000026078.10,chr1,+,4219,Pdcl3,"nonsense_mediated_decay,protein_coding,retained_intron",37.688815,36.688103,42.994176,64.370071
ENSMUSG00000103046.1,chr1,+,1639,Gm37309,TEC,3.11217,2.101123,5.495402,7.541689
ENSMUSG00000104188.1,chr1,-,1843,Gm37821,lncRNA,0,0,0,0
ENSMUSG00000103182.1,chr1,-,2087,Gm37091,TEC,0,0,0,0
ENSMUSG00000026077.15,chr1,+,4791,Npas2,"lncRNA,protein_coding",0.225219,0.283734,0.245214,0.112993
ENSMUSG00000092563.1,chr1,+,555,Gm3617,processed_pseudogene,0,0,0.564479,0
ENSMUSG00000073702.11,chr1,+,1662,Rpl31,"protein_coding,retained_intron",1488.80954,1695.751926,1798.094129,2144.174401
ENSMUSG00000003134.10,chr1,-,5239,Tbc1d8,"nonsense_mediated_decay,protein_coding,retained_intron",4.811979,5.604586,7.116053,6.458176
ENSMUSG00000102607.1,chr1,-,885,Gm37265,TEC,0,0,0,0
ENSMUSG00000003135.15,chr1,+,3508,Cnot11,"protein_coding,retained_intron",31.150469,30.948824,33.422799,42.283336
ENSMUSG00000085894.1,chr1,-,1832,Gm15832,lncRNA,2.088229,2.869125,4.061428,3.841459
ENSMUSG00000048234.13,chr1,-,2838,Rnf149,"nonsense_mediated_decay,protein_coding,retained_intron",11.440752,13.762958,11.425325,22.667528
ENSMUSG00000102471.1,chr1,-,589,Gm5100,processed_pseudogene,0,0.153862,0.132974,0
ENSMUSG00000050967.5,chr1,-,6091,Creg2,protein_coding,0.032209,0.267812,0.077151,0.118503
ENSMUSG00000097083.1,chr1,+,3663,D930019O06Rik,lncRNA,0,0,0,0
ENSMUSG00000057173.8,chr1,-,2139,Rfx8,"lncRNA,protein_coding",0,0.084736,0.329543,0.421809
ENSMUSG00000101634.6,chr1,-,1068,1700066B17Rik,lncRNA,1.194019,1.527384,0.220004,0.675843
ENSMUSG00000026074.15,chr1,+,9579,Map4k4,"lncRNA,protein_coding,retained_intron",213.472309,213.756764,164.483995,212.324098
ENSMUSG00000102985.1,chr1,-,1330,4930456G14Rik,TEC,0.51628,0.272556,0.117777,0.067838
ENSMUSG00000026073.13,chr1,+,1908,Il1r2,"nonsense_mediated_decay,protein_coding",0,0.142492,0.082098,0.189151
ENSMUSG00000097899.2,chr1,-,842,Gm16894,lncRNA,1.398003,0.430521,0.465092,1.071556
ENSMUSG00000102975.1,chr1,+,3071,Gm37347,TEC,0,0,0,0
ENSMUSG00000026072.12,chr1,+,6363,Il1r1,"lncRNA,protein_coding",0.246659,0.185152,0.320031,0.38285
ENSMUSG00000103560.1,chr1,+,6480,Gm38070,TEC,0.015138,0,0.060433,0
ENSMUSG00000070942.8,chr1,+,6812,Il1rl2,"protein_coding,retained_intron",0.144001,0.279378,0.517391,0.754966
ENSMUSG00000103230.1,chr1,+,685,Gm17970,processed_pseudogene,0,0,0,0
ENSMUSG00000026069.15,chr1,+,6894,Il1rl1,protein_coding,0,0.026291,0.022722,0.05235
ENSMUSG00000026070.15,chr1,+,4817,Il18r1,protein_coding,0,0,0.016259,0
ENSMUSG00000026068.11,chr1,+,6752,Il18rap,"protein_coding,retained_intron",0.130752,0.187907,0.417591,0.561234
ENSMUSG00000026065.8,chr1,+,4562,Slc9a4,"lncRNA,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000102676.1,chr1,-,3947,Gm37435,TEC,0,0,0,0
ENSMUSG00000026062.12,chr1,+,6984,Slc9a2,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000103679.1,chr1,-,803,Gm37623,lncRNA,0,0,0,0
ENSMUSG00000103270.1,chr1,+,3261,Gm37915,lncRNA,0,0,0,0
ENSMUSG00000041945.12,chr1,-,5125,Mfsd9,"nonsense_mediated_decay,protein_coding,retained_intron",1.39723,1.255485,1.940843,2.781572
ENSMUSG00000079588.3,chr1,+,2716,Tmem182,protein_coding,0.072234,0.033367,0,0.132879
ENSMUSG00000104072.1,chr1,-,546,4930448I06Rik,lncRNA,0,0,0,0
ENSMUSG00000100185.1,chr1,-,2613,Gm28634,lncRNA,0,0,0,0
ENSMUSG00000100832.1,chr1,+,3198,Gm29260,lncRNA,26.133653,54.748923,19.690566,35.604748
ENSMUSG00000100178.1,chr1,+,1045,Gm5267,processed_pseudogene,0.093869,0,0,0
ENSMUSG00000101877.1,chr1,-,1099,Gm8176,processed_pseudogene,0,0,0,0
ENSMUSG00000053640.2,chr1,+,1383,Gm9915,lncRNA,0.070928,0.524221,0.73621,1.630966
ENSMUSG00000101299.2,chr1,+,1734,Gm28175,lncRNA,4.63878,4.024283,1.535714,3.850434
